Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,191.63585240243998,135,230,10.772130544416463,8.883116012383942,54.0
Balanced,215.82116184871595,250,0,10.791058092435799,0.0,100.0
Blossom,216.03882909786188,250,0,10.801941454893095,0.0,100.0
