User_ID,x,y,h_linear,h_dB,LOS
0,-1097.3943938552538,-16.007243391718973,4.113601480582647e-07,-127.71553457274301,False
1,2313.7645721783224,3416.2214288926602,1.3733540250610228e-08,-157.2437174710858,False
2,2612.6683719637913,3625.1021607308003,7.599256591175814e-09,-162.38343490635614,False
3,-1156.5896467730574,4320.302672316424,9.553639403324257e-09,-160.3957139756364,False
4,-3120.9073836093444,3793.727501658387,7.97148484738741e-09,-161.96812595020376,False
5,-2082.03666311213,2601.0803407313547,7.016865420707182e-08,-143.0770132729952,False
6,1799.986604139325,4188.18816899864,4.376216882555964e-08,-147.17782477845182,False
7,-2191.905167546146,1166.0800180154115,2.048809032195183e-08,-153.76954646099188,False
8,-1119.4377536529207,61.69334197952571,2.7111822232145328e-08,-151.33650546834357,False
9,1887.354363641535,2936.611665639574,1.7305636415480505e-07,-135.236198306623,False
10,3781.8497100191994,-1397.6968954456922,4.725277671339616e-09,-166.50961533842292,False
11,-234.1299127361506,-4792.666579949175,8.932826960774415e-09,-160.97924927258384,False
12,-3203.9362861376944,2864.1129420739144,2.4776472961472093e-08,-152.11885978232414,False
13,-838.437850650866,2341.489652355941,4.3332065167443926e-08,-147.263611800561,False
14,-2849.5402495410162,-2197.9421201899354,2.474998911120214e-08,-152.12814881787799,False
15,2014.2368919100843,3541.8845614086736,6.261942394129337e-08,-144.06567993056822,False
16,1726.4728406812371,-2083.086502577033,1.2445997566541598e-08,-158.09870790716766,False
17,-727.5571009308031,4616.083802493145,5.361071372079403e-09,-165.41334819238932,False
18,4697.934654803429,-78.25450618872974,4.555544535662201e-08,-146.82900340135407,False
19,-1511.453194562379,3421.9817943666435,9.586527082782206e-08,-140.36668332477598,False
20,1667.4567575222193,-1680.5896585604362,5.5486475718856494e-08,-145.11610064024848,False
21,-534.6518273974671,-4800.955092830874,2.986054636975912e-09,-170.4951366706484,False
22,819.1018905792148,3012.492796917493,7.994365187263253e-08,-141.94421168648327,False
23,-807.9607048669207,1764.7032809169216,5.221021903972686e-08,-145.6447233332398,False
24,-2473.5491144322077,-1388.2460853557654,1.725905899438851e-08,-155.25915448424283,False
25,-2352.131812909997,1682.5607294595557,2.2062234604408666e-08,-153.12661634030385,False
26,4647.515030212878,-932.4312120469563,1.6323601737729853e-08,-155.74314810331333,False
27,-485.1942925951866,193.92921569061951,1.21261982858046e-06,-118.32549952756496,False
28,1398.3645859069095,1791.8595303840261,1.4781330992653883e-08,-156.60514155234733,False
29,3948.368362778695,2125.6368157423844,8.0940131724415e-08,-141.83661455133966,False
30,3741.005154993127,-516.6913183000491,1.9399736295876282e-07,-134.24403869634142,False
31,-313.4664370874032,-3889.537191947636,7.924931450795168e-08,-142.01998011184537,False
32,3335.0137037978016,-3603.2620323963138,2.1585384613706076e-08,-153.31640178397527,False
33,-1024.1237181749311,-3039.0485073374575,1.520960223119898e-08,-156.35707181294555,False
34,-1148.974570706731,-359.9790266230226,1.0252474958359562e-07,-139.78334093652683,False
35,304.9470720038196,1426.1356775586053,1.6375594762480953e-07,-135.71600530750413,False
36,1534.848893479721,701.7657653126253,1.0365887245727827e-08,-159.68703249986947,False
37,-4041.187607554769,2700.57568563377,4.8282959073446015e-09,-166.32232366176038,False
38,3839.817212515707,-1554.2115852733825,6.1014905427235796e-09,-164.28985769907953,False
39,1180.1725909430584,815.1359084418917,2.705427216442761e-07,-131.3552508008364,False
40,324.13171898992687,-1.3203165744682919,8.640394394068077e-07,-121.26931861800934,False
41,-1999.6746406586813,1847.0584009485463,6.23640527207973e-08,-144.1011741237158,False
42,-2986.4211693601146,544.3212626276555,4.5112031579059384e-08,-146.91395974985758,False
43,2791.4926627923383,-1026.2324131011585,1.336243707225625e-08,-157.4816365414952,False
44,4238.488139203838,1927.2205652688413,3.581773087909947e-08,-148.91779612069917,False
45,4362.118217313028,-116.23913412088318,4.630074272838967e-08,-146.68805324958504,False
46,1218.228139481388,2303.95909380215,2.1846654624699943e-08,-153.21190356583642,False
47,-1.9862516301561148,1296.4843227100657,9.25374413300409e-08,-140.67355639615255,False
48,-4397.856601542586,-393.9691582585004,1.1706539668916157e-09,-178.62401265473784,False
49,-3891.7486943882045,1225.9465576760165,6.72702926060859e-08,-143.44340454689487,False
50,2641.78095515908,-2765.9896828129395,3.572684781208081e-08,-148.93986288417324,False
51,840.8761286975587,-4217.108585292692,8.356029960577365e-09,-161.5589608170368,False
