User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,height_m,distance_3D_m,LOS_status,LOS_probability,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,-462.265612555471,-183.50492784766246,497.356567359536,3.5194830165535933,19.648161702964924,497.385360931359,False,0.1471788354371482,118.91922626407553,1.2825590621023311e-12,3.6235047143327157,2.0486454148996205,1.528728094982051e-06,-114.76642545464543
1,-465.5045906903524,-560.2858190595088,728.4330600631586,4.0191274476892,5.4686659942942955,728.6948579487985,False,0.024719857167200782,133.90844743897983,4.065886547225815e-14,8.705201748262615,2.6856917843896175,1.9878046916069204e-07,-119.83169793101995
2,298.19817582969415,478.01798755971345,563.4033621649728,1.0130445026757964,20.317727944394964,563.4228182904898,False,0.13700089667512247,120.63333371023784,8.64304211065785e-13,-4.367742833326549,1.2853342924836069,1.975770745685614e-06,-113.09478760521132
3,-330.9399721384555,-630.3162983853522,711.9128466106044,4.228912235399624,11.71170456510625,712.0368529541003,True,0.02529605142856677,101.63641527180441,6.860542717272844e-11,-10.4089030652421,1.345808284054976,3.6949416709039916e-05,-88.64466838588311
4,-777.4058334159889,-539.3724302541701,946.1936632357554,3.7481525879199795,18.744856834573646,946.2143389124465,False,0.03500315213230113,130.37611742529253,9.170399536949761e-14,-8.718178451613364,1.1842824737836652,9.784944203051397e-07,-117.08309027292188
5,369.4969519348003,441.2389144171632,575.5169650715301,0.8736582029872887,17.806749411214078,575.5619166859269,False,0.0851124669495796,122.50170856092805,5.621201376119073e-13,-8.358310474110752,0.804683413971371,1.5792654905634366e-06,-114.56667219118773
6,-298.7697868175063,-187.87557949453233,352.93146485597526,3.7029418050256715,12.340118807250875,353.15845094971047,False,0.05450335553768902,117.49194169634144,1.7815820580873828e-12,-14.649367893343392,0.47652997366437555,3.435275188993707e-06,-108.92752179704935
7,-791.0919822054591,32.305257729388785,791.7513207988507,3.1007790453591757,10.998168648982341,791.8751197429472,False,0.022737815356339612,132.00196345151352,6.306721522424539e-14,-10.26828892919059,1.8717241448410877,1.533056343724897e-06,-114.74921260587664
8,144.79644743602347,908.5993260596834,920.0645338812947,1.412762941976487,20.424414791538027,920.0759112628718,False,0.04598610655976543,128.89294066359182,1.2903452684298425e-13,2.806306356921954,2.2360819683367543,5.814673966038107e-07,-118.73510022879351
9,-557.9442148703033,554.8679825327633,786.880057535593,2.3589588600552847,20.140554692906477,786.8950623532409,False,0.06718010264865078,126.40945740416126,2.285884377778414e-13,6.482612437284015,0.5830612039942357,1.3216323273292343e-07,-119.92479616300047
10,209.93913186227286,-8.666007116840039,210.11791633850243,6.241930063426758,22.253201973027046,210.135869536438,True,0.4188903627663215,89.97636509879666,1.005456972446483e-09,-2.6998883445125044,1.0975380486502786,4.74892977264325e-05,-86.46615976293651
11,-34.65541889748708,-305.3870750663067,307.34713871535286,4.5993920690594985,5.280314683257708,307.97910589113945,False,0.06572833841600548,119.40458267653857,1.1469427284670297e-12,4.622171853657924,2.4711350374533794,1.5543855559948107e-06,-114.66467586731831
12,-235.6650360429348,-888.8309417915759,919.5425233773682,4.453212020203083,4.818510615120731,919.7639614667503,False,0.01957540042855806,138.25072779550604,1.4959849362734528e-14,1.9903283707140442,0.8103010440922198,7.88122253016017e-08,-119.97310780892815
13,937.8952992965814,-92.38203416406637,942.4340999130468,6.185002712066261,3.5811156010852194,942.6774640818612,False,0.01909979121452796,139.41080244498178,1.1453013048179173e-14,-7.223194207421524,0.704274383240422,1.7312567516323362e-07,-119.8717437094333
14,-40.73739633850051,292.94274388651263,295.761705865041,1.7089728260369939,15.635574633230666,295.9099172360548,True,0.11175215845449496,93.24687033828816,4.734923494255742e-10,-9.979926961424713,1.0144188672921863,6.964182592309529e-05,-83.14170165154948
15,227.95631789747847,-716.6099607687835,751.9932970063056,5.020370871275488,5.767843624884226,752.2391870816427,False,0.023942774511954514,134.2686453855628,3.742272958674512e-14,-14.218669081508983,2.3996112462549646,2.3858441639643367e-06,-111.74427689514376
16,-722.2076007756663,299.7388474612854,781.9381019592049,2.7481956870253166,3.33561098273656,782.2381613339094,False,0.023023701817996442,136.39168238232014,2.2952593317803372e-14,15.310992000891407,2.269593764006245,5.899489199085248e-08,-119.98491106919235
