User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,Throughput_Mbps
24,210,1.2605326653899032e-10,2.0243305708519283e-08,0.9938116232968676,0.006188376703132343,0.17015011657822596,0.17027531123203876,0.34042542781026475,NOMA,0.02578980513714127
380,36,5.03809931551206e-10,2.03000454667265e-08,0.9757828574605015,0.02421714253949847,0.571126662144321,0.5768694986386803,1.1479961607830012,NOMA,0.08696940611992433
364,316,5.735804469893155e-10,2.03773111309053e-08,0.972622623488038,0.027377376511962048,0.631572146826693,0.6395816274635545,1.2711537742902475,NOMA,0.09629952835532177
1,9,6.921668952096629e-10,2.0449229856227566e-08,0.9672601151500263,0.0327398848499737,0.7265432225183532,0.7394207863766958,1.4659640088950492,NOMA,0.11105787946174615
278,45,7.872448645140072e-10,2.052569274259511e-08,0.963062582970664,0.036937417029335964,0.7963838597685893,0.8140713508405085,1.6104552106090977,NOMA,0.12200418262190134
337,371,8.026907724644844e-10,2.0567800251761272e-08,0.9624392920333674,0.03756070796663248,0.807298032592331,0.8258191112527984,1.6331171438451295,NOMA,0.12372099574584315
13,60,8.546473898397384e-10,2.06126256578931e-08,0.9601883579745124,0.03981164202548762,0.8428739747986035,0.864431794636442,1.7073057694350455,NOMA,0.12934134616932164
269,213,9.41349814124919e-10,2.0627673507825004e-08,0.9563564005623312,0.0436435994376688,0.8989737716204846,0.9262013209173379,1.8251750925378225,NOMA,0.13827084034377443
306,174,9.635745171185177e-10,2.076312294501206e-08,0.9556502078238986,0.04434979217610126,0.9131107176463118,0.9417374928518571,1.854848210498169,NOMA,0.14051880382561888
20,473,9.87511126946817e-10,2.083092569480541e-08,0.9547396023365751,0.04526039766342484,0.9278809280369817,0.9581492584195274,1.8860301864565092,NOMA,0.14288107473155373
474,349,1.0717348475316538e-09,2.093775158331167e-08,0.9513057766750176,0.04869422332498237,0.977447834125738,1.0140321156055299,1.9914799497312679,NOMA,0.1508696931614597
441,451,1.1463183111496443e-09,2.104793387684192e-08,0.9483506674863381,0.0516493325136619,1.0188800681747852,1.0615078386294066,2.0803879068041917,NOMA,0.157605144454863
366,150,1.248361060521899e-09,2.117468592034163e-08,0.9443268766467249,0.05567312335327515,1.0719370367283456,1.1235740975369022,2.1955111342652476,NOMA,0.16632660108070058
74,35,1.3355678249591343e-09,2.1188418303518393e-08,0.9407046418275605,0.05929535817243952,1.1138204827209603,1.1740067631248492,2.2878272458458095,NOMA,0.17332024589740982
427,253,1.4856633015175994e-09,2.1290057814065335e-08,0.9347698677035028,0.06523013229649718,1.1801857102270676,1.2562578588882,2.4364435691152675,NOMA,0.18457905826630816
208,400,1.5056821295378681e-09,2.131228002834998e-08,0.9340132953539247,0.06598670464607528,1.1885460718735057,1.266832782678296,2.4553788545518014,NOMA,0.18601354958725766
64,168,1.5902830201386913e-09,2.1589989713485425e-08,0.9313949823449701,0.06860501765502992,1.2237184751028727,1.3110273461000734,2.534745821202946,NOMA,0.19202619857598074
236,34,1.6920703675400235e-09,2.164287045138171e-08,0.9274876940691461,0.07251230593085392,1.2617488859474868,1.3614171542559823,2.6231660402034693,NOMA,0.19872470001541437
463,8,1.6936367044957923e-09,2.2013992244291166e-08,0.9285615314735027,0.07143846852649725,1.2647808311836872,1.3632528931819763,2.6280337243656637,NOMA,0.19909346396709574
109,128,1.7698110026295927e-09,2.2393213550201424e-08,0.9267554027121064,0.07324459728789358,1.2939383861588725,1.4006373346598746,2.6945757208187473,NOMA,0.20413452430445056
