u,v
435,467
1089,839
895,708
222,332
47,727
1013,44
723,629
964,1082
659,455
342,528
493,688
422,408
637,296
489,318
123,1005
482,22
185,571
640,706
885,919
130,739
761,367
265,527
437,392
1057,631
601,1025
725,386
1028,823
648,273
163,1037
1071,147
769,865
1029,150
814,360
484,872
181,169
800,434
907,142
391,15
18,645
820,277
210,604
171,1009
847,249
547,384
543,5
38,754
73,873
1059,824
692,860
670,445
514,881
481,676
976,664
667,165
189,504
118,462
196,1065
762,811
1094,0
525,984
833,871
567,483
1017,36
459,630
957,232
1054,183
554,1038
225,710
62,832
929,844
644,931
117,377
490,900
896,505
258,752
93,1084
214,80
992,320
451,2
194,587
186,494
304,486
202,856
394,550
99,889
837,967
610,785
1081,699
144,622
1040,280
153,33
355,177
935,96
54,585
41,1042
966,321
469,1083
127,825
596,468
968,1014
292,880
998,777
517,333
674,405
381,579
1087,58
193,537
16,1079
120,669
74,949
617,303
620,299
807,305
385,1070
544,578
375,806
1011,59
48,658
892,1032
124,1062
295,624
1053,815
938,748
650,619
404,1061
1085,138
176,556
17,819
20,61
91,350
717,236
1074,1049
1035,1076
606,661
497,354
238,908
779,341
282,447
794,317
913,417
491,953
393,418
85,930
190,476
675,652
102,848
145,1066
406,594
1034,32
1010,71
774,221
359,882
903,780
548,970
846,255
747,371
681,444
808,875
1039,506
886,565
589,962
436,621
452,965
557,502
443,782
242,603
972,857
647,279
439,488
613,146
454,876
1050,812
840,274
586,12
431,654
319,1078
898,135
122,542
250,170
449,388
197,563
728,379
223,472
796,114
262,827
155,841
1068,829
508,461
229,668
789,331
743,233
958,270
521,278
35,802
759,982
1060,821
251,283
414,188
718,828
698,203
159,294
254,464
6,600
1041,1072
899,174
795,1047
364,424
148,720
239,1067
132,712
463,561
646,942
1099,1058
943,402
552,4
40,732
212,826
110,540
805,306
599,448
655,358
1046,1006
1095,791
1033,160
1096,863
923,136
243,291
201,560
478,432
46,39
888,861
719,247
115,218
520,285
963,217
105,192
703,397
75,438
961,302
365,905
281,515
52,701
590,376
116,475
906,1036
524,952
843,269
772,227
95,793
465,466
487,512
313,634
632,997
51,368
641,1064
149,611
228,684
403,536
440,27
734,245
927,133
356,433
993,87
858,42
773,340
288,918
580,955
29,425
626,415
257,441
206,884
1022,662
345,679
141,522
680,260
498,530
9,348
244,470
519,180
866,224
897,248
50,879
947,78
909,213
1077,682
308,518
1092,990
776,870
569,293
598,576
523,671
915,140
738,834
887,697
510,509
891,191
230,711
627,765
208,534
1024,702
24,862
731,584
246,1073
307,538
638,276
1056,362
57,639
954,76
1093,182
1069,975
1051,45
175,878
409,389
513,864
7,665
157,582
1002,683
423,979
134,733
616,220
158,663
868,859
715,351
205,869
458,960
700,322
920,981
3,25
581,11
995,764
343,457
531,1
784,1075
426,473
259,216
21,1080
842,271
822,311
830,324
108,410
387,401
969,101
971,937
1000,79
326,480
264,559
809,219
736,1052
753,705
694,390
921,945
849,184
26,129
66,678
686,395
724,925
535,119
951,991
53,744
775,100
786,338
287,691
904,986
614,677
928,687
1018,361
516,1008
851,989
104,673
916,978
946,94
883,810
200,1055
64,618
416,539
352,1012
82,532
60,495
689,316
855,339
28,799
693,933
83,88
328,593
68,853
187,325
608,309
591,1043
529,592
1044,867
1090,745
266,874
983,353
166,369
152,623
420,950
8,615
106,583
902,154
934,97
649,382
1048,366
977,86
207,653
685,323
151,770
90,751
555,204
179,707
337,399
1016,13
790,335
284,500
89,642
301,818
656,893
1031,690
275,545
419,400
996,817
334,716
672,226
30,722
999,831
501,987
460,330
763,349
128,503
910,139
84,564
346,573
570,290
788,787
10,1023
77,268
1097,877
107,574
65,568
235,314
944,253
14,602
816,890
572,1015
1020,894
854,215
430,162
651,121
407,398
167,575
926,69
595,625
297,541
267,778
695,959
901,161
801,312
750,526
713,199
635,298
643,549
726,156
1091,666
1030,427
111,813
56,450
103,55
511,347
577,948
479,315
477,1001
471,558
1021,198
125,168
31,551
143,612
49,932
597,172
1004,657
67,766
1019,804
396,914
496,372
1026,34
70,609
412,211
742,760
411,413
374,373
850,729
758,237
714,289
1086,835
357,131
453,922
553,1027
256,911
195,492
112,741
940,344
917,113
209,939
852,231
924,628
709,749
234,456
836,286
380,421
241,980
63,336
363,588
746,240
329,446
429,533
485,721
607,310
378,1003
704,261
660,838
912,546
109,973
263,137
272,442
383,956
178,1063
1007,164
37,566
755,428
735,370
173,737
562,936
994,72
1045,19
845,92
327,633
605,507
985,81
1098,803
43,474
1088,740
941,730
636,988
126,499
798,767
696,252
300,23
974,98
