Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,184.8686035373453,8,484,8.45566059664525,9.256451161664323,3.2
Balanced,185.9359583173553,8,484,16.477117985602327,9.17811493950852,3.2
Blossom,184.64590290103143,8,484,17.18468981644115,9.100850605028604,3.2
