User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,U1_Distance_2D_m,U1_Height_m,U1_Distance_3D_m,U1_LOS_Status,U1_Channel_Type,U1_PathLoss_dB,U1_PathLoss_Linear,U1_Shadowing_dB,U1_Fading,U1_LOS_Probability,U2_Distance_2D_m,U2_Height_m,U2_Distance_3D_m,U2_LOS_Status,U2_Channel_Type,U2_PathLoss_dB,U2_PathLoss_Linear,U2_Shadowing_dB,U2_Fading,U2_LOS_Probability,SIC_Margin_dB,SIC_Satisfied,Throughput_Mbps
414,385,4.863786316666141e-07,0.00010302336858882628,0.995301132069905,0.004698867930095,7.212817444681576,8.922118153925414,16.13493559860699,NOMA,429.4562876282483,6.468586218306882,429.85592502626395,False,NLOS,124.35046876495537,3.6724265924382203e-13,2.3288421697799024,1.0493975195545524,0.0429628132291671,75.77262469216183,22.421631332110785,75.81647998770957,True,LOS,80.23616046335991,9.470740862791688e-09,-1.79287677360575,0.8611918883986227,0.6065819695554906,10.026892594069377,True,0.6558916910002842
228,476,4.883955125027273e-07,0.00010363869447813124,0.99530962103573,0.004690378964270082,7.216436233393713,8.92808824875625,16.14452448214996,NOMA,695.5095555835369,17.113667317142987,695.554265425203,False,NLOS,126.13145668923677,2.436993276943946e-13,-0.8801143553969971,0.8940025994575144,0.05373716433951284,55.24019830001254,21.31583550859361,55.36291697720097,True,LOS,77.23217810124001,1.8913947964166976e-08,0.6795554172723419,0.8149080529304533,0.673403489676934,10.076559306385901,True,0.6562814830142261
136,249,4.980706235593609e-07,0.00010771580612352356,0.9953973497805327,0.004602650219467229,7.243940894412605,8.956457993404362,16.200398887816966,NOMA,711.9301870522587,22.249151463763905,711.935501575763,False,NLOS,123.44525061573579,4.523503580660204e-13,3.4144475385668573,1.0971748282270801,0.11343444239070145,108.96008256203908,19.59796190425517,109.09391187190168,True,LOS,83.71297221468133,4.253072427079846e-09,-5.681385314242112,0.8587342425290454,0.4445668152960759,10.399607409263275,True,0.6585528003177629
199,251,4.985983261569778e-07,0.00011217049294767333,0.9955746663035988,0.004425333696401148,7.283641635317012,8.958239093622494,16.241880728939506,NOMA,568.5579986490767,6.160239116327341,568.8700505546037,False,NLOS,129.29112819117637,1.177300099931684e-13,3.621495668685312,2.204865028749056,0.031775622950300744,286.6029778016078,18.629241929405584,286.6737752971885,True,LOS,92.94389613523879,5.077037678569464e-10,-13.981799593755674,0.9953674980208512,0.2064532780308264,10.742985860333194,True,0.6602390540219312
159,486,5.052196044487804e-07,0.00014222424287048713,0.9964602991163264,0.0035397008836735426,7.504220179512019,8.978513925114683,16.4827341046267,NOMA,922.2500539380595,19.322954607652353,922.2675267150744,False,NLOS,129.5941964498242,1.0979444178409756e-13,-4.0095061879123,0.9609807930488881,0.04008070996007797,59.57519007538809,1.9340940516963783,63.88457787083365,True,LOS,78.6000735350767,1.3803608920279023e-08,-2.1537545393779434,0.9446905701372329,0.5732104517855965,12.743745026401834,True,0.6700298416514918
17,471,5.056835214056137e-07,0.00015387627567293693,0.9967244649307175,0.0032755350692825315,7.575477326552869,8.980217101980413,16.555694428533283,NOMA,591.1384973253323,8.253916122166418,591.3756457153908,False,NLOS,128.69343426356437,1.351003809548801e-13,1.1432090292387243,1.5693180366242265,0.03053128506904266,45.41681322839775,20.33904545155625,45.65535479136947,False,NLOS,77.97087011443347,1.595559442878605e-08,-2.1551483498415567,0.9505123293633148,0.7274265903190951,13.404778685422897,True,0.6729957084769627
10,108,5.100653928212906e-07,0.0001711201668722223,0.997028114533845,0.002971885466155003,7.666314783615856,8.993078597513614,16.65939338112947,NOMA,555.5525172851671,8.299798703535723,555.8034690295018,False,NLOS,127.61300423544091,1.7326050522299241e-13,2.394881719388031,1.6144334825451785,0.032543382590910074,107.0328226966736,14.67409703235024,107.52976056197134,True,LOS,83.57499181961276,4.3903669261133486e-09,-5.923606072750578,1.3057814130726346,0.3367696927466149,14.290710291197497,True,0.6772111130540434
148,374,5.102319841598478e-07,0.0005075630831293559,0.9989957512646657,0.0010042487353342888,8.400994700749736,8.996387572266,17.397382273015737,NOMA,807.090813053543,7.509291407988637,807.2803140189161,False,NLOS,134.42229811304816,3.6121866955643304e-14,-5.987494153095009,1.3474351644955627,0.022304992761317432,22.725109647613223,9.935932339801624,27.26456937065169,True,LOS,70.46453102480027,8.985596187688975e-08,-7.257530480776833,0.7342434043644637,0.9370356343503957,23.106163409771273,True,0.7072106615047047
0,-1,3.535446205967893e-06,0.0,1.0,0.0,11.788084600829203,0.0,11.788084600829203,OMA,446.4563539391972,21.19246467332279,446.4725896378697,False,NLOS,116.15986291911895,2.4211054653982484e-12,2.505486504300678,3.0318778815975214,0.21402140856649887,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.4791904309280164
1,-1,7.623433494858034e-07,0.0,1.0,0.0,9.57618831260205,0.0,9.57618831260205,OMA,830.8703381252651,14.223378070256672,830.9402230946635,False,NLOS,130.88412113522574,8.158078622789794e-14,-3.7146305426703226,1.7403041089866744,0.02427808776372187,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.38927594766674994
2,-1,1.0239464765593964e-07,0.0,1.0,0.0,6.692017694575604,0.0,6.692017694575604,OMA,899.308637582089,11.288529988352025,899.4131586982888,False,NLOS,133.98896988157006,3.991195597145317e-14,5.040354126627715,0.9156794260016599,0.0200159945453661,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.27203323961689446
3,-1,4.825279944922556e-07,0.0,1.0,0.0,8.91745560863089,0.0,8.91745560863089,OMA,746.473797493783,3.548194980862961,746.7819697096124,False,NLOS,135.47685853280646,2.8334408228536355e-14,-6.174318664479341,1.4081519080785247,0.02412034636113465,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.36249819547280043
4,-1,8.596906507011445e-07,0.0,1.0,0.0,9.749350987334475,0.0,9.749350987334475,OMA,605.2535372022888,21.646027129866045,605.2628300415416,False,NLOS,121.05211629151064,7.848530871099953e-13,1.8336986688889592,1.1984859627986373,0.14725276445014107,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.39631508078595423
5,-1,3.956265390951282e-07,0.0,1.0,0.0,8.631637404255113,0.0,8.631637404255113,OMA,492.587738454004,3.42536097761414,493.0599812641222,False,NLOS,128.5046667207764,1.4110205145499232e-13,-1.9373435374867478,0.8426584420407597,0.03692910329833071,-1.0,-1.0,-1.0,False,N/A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,0.3508795692786631
