u,v
450,843
920,1030
373,403
229,237
342,910
442,857
37,799
257,704
116,445
300,800
1015,922
133,781
842,832
1048,928
356,956
786,540
821,516
205,760
1013,21
392,488
317,345
641,149
130,348
254,127
727,585
942,918
701,959
718,401
527,833
699,787
347,76
438,194
286,307
967,40
91,1062
604,653
140,271
700,599
571,714
26,923
89,543
50,481
296,384
705,412
454,839
36,573
852,440
1036,935
634,635
638,772
449,845
963,1066
420,549
41,400
724,393
159,383
106,618
5,59
118,1019
14,791
811,52
457,970
64,877
441,208
552,722
379,660
44,261
47,1071
351,427
326,1008
593,607
249,568
84,748
810,56
924,68
696,982
750,297
858,1053
945,792
899,932
346,231
361,997
139,893
151,391
39,308
380,220
828,984
921,138
669,978
1046,834
295,1033
235,493
499,283
197,875
198,462
996,353
537,175
219,652
723,451
683,616
16,827
87,222
656,1035
739,813
399,866
645,1007
672,94
809,81
631,480
640,272
104,158
75,360
411,458
85,544
554,376
1082,770
1094,973
947,536
629,882
301,937
1031,962
823,506
583,933
643,566
437,708
574,695
476,825
648,513
1086,98
671,911
304,53
709,120
496,1068
177,775
93,525
184,909
990,902
435,234
597,162
321,1072
972,377
289,692
129,322
464,172
1014,468
23,182
406,212
97,387
737,586
196,357
388,707
126,1097
200,0
1011,426
917,1038
977,1098
226,1059
964,759
294,528
250,867
20,801
746,765
948,253
952,870
156,414
768,542
148,995
1073,778
551,562
617,647
359,221
662,142
325,228
287,1028
13,1063
137,931
28,1024
99,1084
854,864
1029,865
470,749
788,101
1005,355
107,535
665,277
329,328
820,736
1000,276
558,169
225,545
111,532
743,489
90,320
868,242
553,477
896,569
61,1061
8,408
78,494
362,491
622,567
12,1034
364,680
738,113
268,227
779,541
413,969
339,507
232,390
298,1009
318,835
611,157
577,689
3,850
33,473
358,907
763,812
279,223
273,975
434,929
171,546
270,915
252,363
958,943
71,971
389,881
192,214
885,428
861,439
655,627
19,1045
591,871
500,195
303,1060
448,822
830,497
166,853
895,953
260,213
1090,1058
501,187
745,538
397,475
876,82
54,886
1051,419
934,837
805,534
580,681
146,349
957,1067
756,269
251,1018
431,472
987,43
128,282
590,465
610,160
485,565
96,524
121,288
1092,330
988,767
80,259
72,395
332,233
256,979
319,123
747,570
991,27
888,51
417,48
38,793
15,135
548,122
467,790
79,147
425,564
209,531
374,589
1010,409
316,239
884,1087
817,521
105,312
463,258
2,299
626,154
676,649
285,925
841,487
1078,1065
331,236
117,789
207,188
215,290
505,1050
466,802
170,651
890,74
880,429
112,557
687,132
55,849
136,267
1047,313
994,396
688,1027
63,826
1002,1083
461,161
163,266
1016,334
46,495
92,471
446,712
57,998
280,698
262,900
30,904
1043,949
293,878
1042,993
509,350
9,311
478,771
816,421
201,908
776,968
831,675
49,621
245,178
17,836
1085,1076
1091,741
167,780
292,1040
1020,946
108,145
703,592
766,550
73,443
354,224
240,202
981,731
255,874
563,572
668,774
323,730
190,246
1022,368
315,344
1077,11
522,1079
711,600
88,576
728,936
603,109
530,125
186,891
366,422
824,504
903,150
460,66
804,940
1006,764
42,343
1096,1057
22,486
783,844
324,806
469,141
372,892
263,976
31,989
407,840
1041,879
517,65
985,1064
77,305
371,1039
938,103
795,45
733,210
533,939
848,951
281,974
35,424
797,887
365,726
1054,1037
34,474
102,1017
579,682
1069,555
556,168
264,944
930,67
1075,961
578,164
862,588
625,761
661,863
1095,539
916,415
598,663
547,725
624,819
211,510
1012,815
6,1044
657,596
777,796
455,992
677,965
561,735
386,883
181,752
204,336
4,418
1099,1
203,398
716,794
1004,523
508,1021
869,335
1074,340
291,1032
247,855
24,926
1081,919
1089,594
754,762
199,369
1023,914
124,375
337,757
165,483
405,492
131,490
1088,1070
484,803
582,115
143,482
367,901
62,265
520,814
808,216
1093,605
432,859
838,751
444,851
327,284
70,906
966,518
244,515
950,430
503,784
694,86
32,134
248,512
860,402
502,10
176,511
955,230
7,818
755,559
95,302
897,423
459,179
785,758
456,829
152,436
410,960
382,889
69,667
114,1056
856,894
306,341
378,217
453,1025
630,191
912,416
690,452
338,913
732,58
1026,941
782,980
905,404
447,847
697,613
370,218
241,333
173,189
29,352
753,773
394,584
25,309
193,185
243,769
846,174
872,83
100,479
155,1080
999,514
954,381
927,275
798,1055
673,529
60,433
119,519
18,278
144,274
1001,587
674,619
385,983
986,873
180,898
238,314
637,310
183,1052
153,206
110,1049
678,1003
740,560
620,742
498,807
526,744
615,654
