u,v
957,27
794,415
918,283
980,29
599,575
1086,16
1097,25
384,934
1054,54
428,693
137,886
821,377
882,118
581,563
1035,68
998,168
483,656
760,138
1078,48
517,627
834,343
1089,978
400,725
525,747
548,623
1028,46
860,328
600,23
813,405
1007,127
828,375
1031,75
1030,775
370,320
567,614
330,796
207,963
420,707
618,570
925,205
685,480
1093,18
840,372
369,759
987,116
105,1073
761,447
251,889
170,1053
558,622
578,362
161,995
844,82
117,1056
653,383
742,470
651,450
832,354
253,31
645,555
680,522
971,149
200,946
609,309
944,150
891,296
750,455
673,482
852,332
749,459
690,162
785,180
519,698
830,331
361,755
287,577
144,110
390,669
1001,176
357,730
589,497
196,1060
923,95
431,688
345,783
435,667
129,481
660,395
204,920
721,145
270,874
938,250
10,1045
259,883
831,371
907,262
274,197
140,1011
808,387
711,445
958,84
590,591
820,388
847,351
430,557
340,901
726,466
70,677
427,569
839,123
718,489
399,336
281,878
263,848
691,462
1029,112
1020,152
867,306
953,220
195,322
310,788
659,542
875,157
1048,85
961,224
613,273
1019,67
457,672
574,610
687,478
644,507
986,146
392,719
802,325
184,550
906,284
203,810
927,87
248,561
943,58
398,734
780,418
1024,113
508,633
729,452
893,304
586,552
1040,103
148,1000
704,135
125,706
339,787
1087,43
757,406
1080,22
249,768
155,999
39,311
745,446
654,426
837,529
616,579
500,624
147,1003
850,346
210,385
266,960
268,902
571,778
352,990
863,321
409,716
643,565
606,754
950,60
241,503
421,699
584,595
670,509
715,422
1091,26
779,425
636,516
34,475
100,1076
701,124
791,417
122,798
876,214
992,178
217,914
870,63
576,605
905,286
928,278
692,407
1021,88
689,518
368,194
646,547
1079,20
240,911
714,193
814,378
857,83
423,218
515,877
476,666
468,671
728,612
443,736
632,486
924,267
280,858
338,790
1006,166
968,301
219,991
744,318
793,40
947,107
983,191
373,658
106,1068
505,158
440,437
382,743
593,536
679,72
769,213
277,815
822,386
349,175
1026,45
389,495
751,353
967,215
1012,128
499,635
439,1008
939,153
630,566
826,212
436,682
381,746
199,379
1098,24
461,873
333,59
733,160
976,183
626,299
243,897
300,812
964,47
485,467
433,676
686,429
727,238
829,258
1059,949
572,602
413,865
374,608
264,885
684,523
904,288
771,411
731,473
864,319
996,120
315,823
491,640
758,337
648,65
937,186
913,216
1094,8
1061,78
1081,56
401,724
234,974
91,1074
252,335
350,767
514,628
541,456
853,66
448,664
209,895
327,792
1033,33
655,496
674,598
255,871
898,74
931,260
926,154
512,276
1004,73
77,366
708,187
982,198
76,239
1049,80
223,932
513,631
903,44
997,173
956,181
391,799
41,915
896,297
954,229
35,188
899,293
90,551
363,984
912,232
342,772
700,498
703,494
801,410
236,879
334,795
37,917
231,922
540,625
652,543
549,292
588,131
282,851
190,1015
62,1095
1002,36
773,451
592,528
908,230
797,408
1062,553
460,732
1084,172
970,79
594,582
98,1071
1038,61
269,880
562,617
520,233
506,316
81,1085
490,637
930,244
501,634
227,910
972,156
360,756
816,380
134,966
1063,764
108,1066
93,1077
621,568
484,819
302,842
355,696
533,464
723,472
560,585
1014,126
488,663
975,781
1096,6
53,762
872,298
993,179
1050,57
165,683
951,182
32,806
539,601
527,510
453,341
329,800
1010,1009
639,50
412,825
376,741
629,521
969,208
868,305
504,99
344,784
642,487
313,833
776,1070
449,675
403,717
169,1044
419,432
856,290
442,681
994,102
1041,97
544,710
921,279
364,752
365,955
869,89
678,530
94,766
1036,104
206,818
312,836
167,985
597,587
257,887
1005,143
317,807
952,235
1075,49
554,454
722,465
789,393
916,159
119,1047
1023,151
817,55
713,492
859,308
265,881
221,942
211,919
434,668
846,356
1092,21
222,272
359,763
324,805
979,638
348,753
940,247
201,838
1032,101
989,139
1017,121
1013,114
945,226
111,1065
936,254
620,524
414,712
948,237
894,275
538,738
1016,133
662,535
225,534
163,977
665,531
697,511
397,735
740,463
1043,92
185,973
1037,30
1088,14
941,242
647,546
285,849
827,86
171,702
705,981
564,615
1052,51
1064,52
786,416
130,1042
611,573
988,142
1034,109
96,402
474,177
202,1039
1022,64
1090,28
935,261
532,136
649,294
845,367
245,866
189,965
661,933
1067,71
1082,69
739,471
323,803
347,770
438,650
38,42
607,580
271,1058
396,909
526,619
709,493
1099,4
394,737
900,289
892,303
694,458
326,804
469,596
256,888
835,174
358,765
1083,19
862,307
132,291
295,843
1018,164
774,441
720,479
854,141
228,929
15,556
809,246
477,748
1072,0
861,841
603,424
583,604
962,115
641,545
782,404
314,824
