u,v
510,885
575,200
467,914
713,588
669,136
736,562
606,709
876,66
1036,433
712,461
504,1097
536,802
999,145
557,843
942,276
518,870
838,57
40,980
1012,987
392,1032
765,472
968,23
810,489
356,291
98,432
771,152
861,445
775,113
552,849
420,977
1098,7
107,346
88,104
496,972
482,799
343,321
56,389
456,926
1086,285
761,488
1029,141
592,149
902,720
917,354
806,505
491,84
842,845
766,697
792,835
620,750
961,235
191,344
758,284
599,556
1013,699
347,188
1071,798
672,662
593,756
1066,45
883,427
551,628
473,52
1023,196
199,325
1092,39
1073,691
821,735
124,151
832,237
973,887
513,884
1080,595
362,306
833,80
611,772
1015,206
15,91
44,652
360,543
856,716
903,382
604,769
161,846
121,621
839,263
517,877
372,477
514,579
723,582
558,109
702,132
4,99
308,65
640,538
217,63
681,603
568,168
460,891
547,859
1056,71
313,283
293,466
946,375
415,986
1022,114
929,1045
509,886
78,25
644,665
31,569
676,645
130,72
410,983
411,966
254,116
438,938
442,670
708,542
704,590
984,226
956,500
988,205
75,998
197,331
559,693
583,156
1010,638
808,503
478,875
867,171
990,934
663,539
655,675
425,469
6,0
784,429
829,818
441,211
288,216
297,423
591,793
864,421
16,13
685,19
243,302
866,192
476,281
607,1002
680,605
674,534
817,830
782,454
1084,545
1018,182
391,1005
632,137
964,220
258,85
851,352
967,365
493,900
788,241
380,187
1088,26
67,230
328,1079
925,413
424,229
224,311
666,656
1014,189
658,661
42,20
38,68
335,147
834,923
73,654
937,341
982,349
1099,3
957,337
981,304
701,497
816,209
615,555
339,162
61,563
800,219
947,247
1094,28
589,795
717,59
944,376
1067,995
422,965
781,498
804,612
778,483
1035,234
22,576
315,1076
462,201
511,731
860,238
763,58
686,601
1069,250
440,954
641,715
177,333
119,639
642,689
906,399
544,126
757,508
623,428
910,378
480,901
140,60
752,435
598,785
36,1000
924,150
916,384
649,696
948,364
32,648
506,894
355,1009
1044,179
409,989
815,90
796,742
434,664
481,748
1042,892
580,718
242,997
721,586
826,212
919,278
889,426
637,690
444,951
396,246
732,204
1001,1003
953,172
979,310
610,700
677,619
401,873
446,1024
801,1072
940,373
581,184
753,101
18,1062
43,490
963,841
1040,69
395,249
905,747
872,332
314,1078
855,279
157,624
350,134
1082,169
899,47
985,236
8,501
975,24
12,660
522,740
760,630
1031,626
530,869
453,896
931,377
584,1096
1020,49
762,190
231,303
678,614
406,1049
1090,388
323,1060
936,348
398,178
419,210
272,295
694,176
232,240
719,587
1041,131
307,252
728,574
636,738
9,195
1081,51
822,474
330,21
336,827
1021,274
324,880
312,70
764,725
710,516
857,449
1083,105
629,698
502,895
55,166
218,53
909,96
751,553
809,494
366,64
322,403
950,371
633,673
154,437
1011,76
1048,125
703,359
50,227
486,928
1016,163
608,625
1006,653
684,602
499,727
1055,11
368,1058
317,180
520,103
523,248
724,912
1075,123
1047,290
774,531
561,158
705,935
819,301
714,913
865,417
46,225
33,780
767,519
532,863
1038,326
367,1061
1004,193
181,952
319,993
647,706
1017,159
459,524
175,338
108,10
679,100
470,911
289,94
148,631
485,253
711,479
745,868
443,921
1074,122
969,213
265,487
320,194
945,264
994,404
540,862
1091,318
62,164
634,744
112,1095
572,671
739,299
971,267
888,269
726,585
828,465
430,959
790,93
618,521
29,117
468,186
617,943
48,1033
850,260
918,233
737,221
363,1063
651,554
789,515
298,268
390,1007
402,743
525,167
692,600
848,448
439,2
565,904
458,927
450,932
996,202
1008,27
773,548
755,512
722,573
613,1
1037,81
962,316
351,1093
777,527
405,646
1059,87
768,707
34,83
812,475
174,215
922,127
844,464
1051,110
976,345
138,805
960,239
1054,17
153,528
566,837
270,30
578,811
37,353
1052,102
831,381
794,54
825,41
695,596
397,1028
682,266
871,529
974,941
803,1050
991,594
567,294
484,296
400,791
733,97
1077,5
847,455
933,369
1027,251
223,358
128,853
570,820
787,1065
779,414
807,256
650,687
635,1089
622,741
754,533
890,412
814,255
408,1046
550,730
882,309
383,571
173,770
386,734
992,135
541,537
418,970
920,286
385,1043
244,259
327,275
416,878
759,207
1057,813
457,659
874,35
1026,160
340,92
277,292
262,667
627,271
597,657
797,840
451,203
836,273
14,183
546,858
370,394
824,146
143,95
452,930
688,560
89,222
287,881
361,1068
342,1064
616,144
893,300
535,165
643,683
86,82
1034,495
786,155
228,431
357,1070
198,915
305,898
955,387
776,492
77,374
185,334
170,282
507,879
854,447
245,214
1087,133
939,393
908,823
1030,111
463,549
852,379
1019,129
978,329
471,907
1085,74
436,949
958,280
783,526
577,668
746,208
729,564
897,139
749,142
609,257
1039,79
407,1025
1053,261
