User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,Throughput_Mbps
386,88,1.550645926734685e-07,1.9477588018118704e-05,0.9921016993603692,0.007898300639630769,6.132358318386907,7.274632966735023,13.40699128512193,NOMA,0.7532017575911196
333,427,3.603954521355648e-07,1.952302263610395e-05,0.9818745725440069,0.018125427455993024,5.5843399379527,8.4711188791636,14.0554588171163,NOMA,0.7896325178155224
379,13,6.204326419995473e-07,1.9770022427734788e-05,0.9695723984640019,0.03042760153599803,4.966333390432316,9.23494760252474,14.201280992957056,NOMA,0.7978247748852277
411,391,6.228672634566818e-07,1.9834699220524203e-05,0.9695532083962961,0.030446791603703813,4.965744008889355,9.240559895035789,14.206303903925143,NOMA,0.7981069608946709
40,347,7.11227267772425e-07,1.984278058403577e-05,0.9653971491642757,0.0346028508357243,4.797530850013862,9.425460934399943,14.222991784413805,NOMA,0.7990444822704384
260,378,7.658200255241458e-07,1.9878073891365877e-05,0.9629033152075258,0.03709668479247425,4.704539537469626,9.528279533965023,14.232819071434648,NOMA,0.7995965770468902
115,251,8.310356600933601e-07,1.993809892257387e-05,0.9599869866129667,0.0400130133870333,4.602375075682286,9.641660575850155,14.24403565153244,NOMA,0.8002267219962045
17,474,1.0022193007502173e-06,2.027934775812527e-05,0.9529066962983705,0.0470933037016295,4.379525367263144,9.900899227274456,14.2804245945376,NOMA,0.8022710446369438
355,308,1.0943722092787477e-06,2.038942149549204e-05,0.9490605698268398,0.05093943017316008,4.270740958424578,10.021848227936886,14.292589186361464,NOMA,0.8029544486719923
457,54,1.3657148350097729e-06,2.039990668338162e-05,0.9372535797401522,0.06274642025984781,3.9786410059554047,10.32307854379791,14.301719549753315,NOMA,0.8034673904355795
318,311,1.3859341850418008e-06,2.0850115785290852e-05,0.9376717453463671,0.062328254653632946,3.9884052122722378,10.34490762098775,14.333312833259987,NOMA,0.80524229400337
124,105,1.4447546205422062e-06,2.123590257851442e-05,0.936300142986937,0.06369985701306305,3.957972598245305,10.402717868980037,14.360690467225343,NOMA,0.8067803633272664
313,80,1.629535777465977e-06,2.1271266257210338e-05,0.9288437245560859,0.07115627544391413,3.8013614010288856,10.56470595499889,14.366067356027777,NOMA,0.8070824357318976
471,321,1.6564756387817386e-06,2.1279603074442978e-05,0.9277786033308897,0.07222139666911027,3.7802913296076537,10.586692185205013,14.366983514812667,NOMA,0.8071339053265542
421,255,1.6713414227314222e-06,2.1319150605222853e-05,0.9273029293718801,0.07269707062812002,3.770996618629469,10.59883394743343,14.3698305660629,NOMA,0.8072938520260057
496,94,1.713581338417682e-06,2.1319250932052105e-05,0.9256026650003156,0.0743973349996844,3.7381745636296464,10.632173184227224,14.37034774785687,NOMA,0.8073229071829702
186,352,1.7357642053571875e-06,2.1373349311931753e-05,0.9248883258088378,0.07511167419116212,3.7246265394907794,10.649604726726455,14.374231266217235,NOMA,0.8075410823717547
369,254,1.842598712692119e-06,2.1393248374874545e-05,0.9207001704845063,0.07929982951549377,3.647481304511715,10.729179667634561,14.376660972146276,NOMA,0.8076775827048469
498,367,1.907614394672502e-06,2.1403383318315072e-05,0.9181667632522788,0.0818332367477213,3.6027130829693124,10.775205425201822,14.377918508171135,NOMA,0.8077482307961311
190,465,1.9401221478383867e-06,2.1938925447205172e-05,0.9187521135373469,0.08124788646265302,3.613145867088911,10.800488482203196,14.413634349292106,NOMA,0.8097547387242756
164,426,1.9458152025048396e-06,2.194396867635158e-05,0.9185503220802689,0.0814496779197311,3.6096140588369883,10.804396605098875,14.414010663935862,NOMA,0.8097758799963967
188,376,2.008744455182459e-06,2.1951138736290638e-05,0.9161621766212393,0.08383782337876071,3.5684316635876128,10.84653695182744,14.414968615415052,NOMA,0.8098296974952276
315,208,2.0765523378713313e-06,2.195417522310459e-05,0.9135876209905731,0.08641237900942686,3.5252951036526823,10.890349794999608,14.41564489865229,NOMA,0.8098676909355218
220,202,2.1685397149317828e-06,2.2010362967189536e-05,0.910312732408023,0.0896872675919769,3.4722193158396077,10.947672959760041,14.419892275599649,NOMA,0.8101063076179577
81,173,2.1852205243785786e-06,2.2066855467822162e-05,0.9098955270847194,0.0901044729152806,3.4656089493095594,10.958061376585785,14.423670325895344,NOMA,0.8103185576345698
327,428,2.321743644708248e-06,2.262895587575223e-05,0.906946751420563,0.09305324857943699,3.4197586020066932,11.040767701513198,14.460526303519892,NOMA,0.8123891181752748
129,446,2.399413608966438e-06,2.3028019162280253e-05,0.9056368123926497,0.09436318760735027,3.3998753415660885,11.08613442825099,14.486009769817079,NOMA,0.8138207735852291
211,298,2.481043903931141e-06,2.3238375594788358e-05,0.9035342184120965,0.09646578158790346,3.3684049278719206,11.131026120339381,14.499431048211303,NOMA,0.814574777989399
453,100,2.581333030380912e-06,2.325677190211565e-05,0.9000958840780009,0.09990411592199905,3.3182873613973105,11.182671962354183,14.500959323751493,NOMA,0.8146606361658141
58,89,2.6932058483756785e-06,2.335584416802701e-05,0.8966102085611641,0.10338979143883589,3.2691980493577515,11.238258944167304,14.507456993525055,NOMA,0.8150256737935424
420,109,2.7086398947519635e-06,2.387850196826386e-05,0.89812218595336,0.10187781404663998,3.290402066911009,11.248929448898258,14.539331515809266,NOMA,0.8168163772926554
90,42,2.728621555999934e-06,2.4742843682317688e-05,0.9006743349024569,0.09932566509754312,3.326904904388885,11.263620971493914,14.590525875882799,NOMA,0.8196924649372358
290,96,2.8935035572088495e-06,2.4759394014946102e-05,0.8953634587601966,0.10463654123980334,3.2522826536760685,11.339703807343444,14.591986461019513,NOMA,0.819774520281995
269,482,3.000945974732916e-06,2.4986287876451112e-05,0.8927744702927847,0.10722552970721536,3.217283760661042,11.388107694794362,14.605391455455404,NOMA,0.8205276098570451
4,84,3.010753741083871e-06,2.5021585308427756e-05,0.8925971273475902,0.10740287265240978,3.2149199737601593,11.392526802555112,14.607446776315271,NOMA,0.8206430773210825
236,339,3.0527494996627615e-06,2.5429924734505458e-05,0.8928208259321155,0.1071791740678844,3.217973393368764,11.412865304231003,14.630838697599767,NOMA,0.8219572302022341
103,219,3.177142595180079e-06,2.5503788805162176e-05,0.8892245669838266,0.11077543301617343,3.1706508000464533,11.464644401799285,14.63529520184574,NOMA,0.8222075956093111
276,271,3.178830057558217e-06,2.5621381851004014e-05,0.8896247684686945,0.11037523153130548,3.17585941820866,11.466059098952421,14.64191851716108,NOMA,0.8225796919753415
338,158,3.2336752018890066e-06,2.573711460199719e-05,0.8883815310601151,0.11161846893988493,3.1598068646071265,11.48871248332786,14.648519347934988,NOMA,0.822950525164887
83,30,3.257782719643873e-06,2.5833873770512167e-05,0.8880165960729588,0.11198340392704119,3.1551367782780977,11.498831819032146,14.653968597310243,NOMA,0.8232566627702383
285,154,3.312562427366315e-06,2.595044688041456e-05,0.8868003494607944,0.11319965053920557,3.139651785488333,11.520904204860583,14.660555990348916,NOMA,0.823626741030838
466,21,3.4172399884357894e-06,2.6299246551127923e-05,0.8850052483867442,0.11499475161325583,3.117115550287518,11.562850730055803,14.679966280343322,NOMA,0.8247172067608608
95,344,3.4369831093930507e-06,2.636046411732977e-05,0.8846551154787948,0.11534488452120523,3.1127592090666574,11.570588486604148,14.683347695670806,NOMA,0.8249071739140902
373,328,3.482470958192805e-06,2.653334896099987e-05,0.8839788162519576,0.11602118374804242,3.1043878058687118,11.58844787874346,14.692835684612172,NOMA,0.8254402070006838
461,436,3.5772885820891455e-06,2.666599693941217e-05,0.88171627121842,0.11828372878157994,3.076674186947528,11.623494502218449,14.700168689165977,NOMA,0.8258521735486504
309,207,3.5777218843939455e-06,2.7367737638590692e-05,0.8843862091711192,0.11561379082888087,3.10953413977491,11.628029848657723,14.737563988432633,NOMA,0.827953033058013
132,116,3.6450032431293015e-06,2.7456092789468044e-05,0.8828014537073247,0.11719854629267534,3.089995931576976,11.652313569900961,14.742309501477937,NOMA,0.8282196349144909
66,292,3.6525417424339466e-06,2.764218440836685e-05,0.8832857100319927,0.11671428996800735,3.0959615843012664,11.656084228326897,14.752045812628163,NOMA,0.8287666186869754
480,395,3.6564410361306583e-06,2.7873655578528234e-05,0.8840333069442383,0.11596669305576168,3.105213723736083,11.65884326483058,14.764056988566663,NOMA,0.8294414038520598
296,93,3.8609926219795514e-06,2.788426170658817e-05,0.8783757539940379,0.12162424600596203,3.036801869048589,11.7280915541294,14.764893423177988,NOMA,0.829488394560561
281,1,4.036446869355549e-06,2.8456901804536235e-05,0.8757762116220785,0.1242237883779215,3.0064696591970597,11.787912411650337,14.794382070847398,NOMA,0.8311450601599661
399,59,4.138173438326116e-06,2.893738034139341e-05,0.8748872515971762,0.12511274840282377,2.996264036784623,11.822345839849035,14.818609876633658,NOMA,0.8325061728445875
337,47,4.175769703473468e-06,2.901017024480551e-05,0.8741705158877073,0.1258294841122927,2.9880604279778065,11.834208226389501,14.822268654367308,NOMA,0.8327117221554666
228,381,4.184025984501245e-06,2.9049287431978947e-05,0.8741014495886403,0.1258985504113596,2.98727499382154,11.836943152034564,14.824218145856104,NOMA,0.8328212441492192
387,150,4.211757905100323e-06,2.9200237667540486e-05,0.873944736526031,0.126055263473969,2.985499411821702,11.84621264945798,14.831712061279681,NOMA,0.83324225063369
148,0,4.221640989577673e-06,2.921299381999784e-05,0.8737344967689428,0.12626550323105715,2.983105287975258,11.849246108588604,14.832351396563862,NOMA,0.8332781683462843
175,429,4.289810330451341e-06,2.9429593736111548e-05,0.8727791771769408,0.12722082282305924,2.9722884659805953,11.870772011676568,14.843060477657163,NOMA,0.8338798021155709
85,53,4.376280312647535e-06,2.949556067272077e-05,0.8707988646221512,0.12920113537784872,2.950089681175956,11.896279390902965,14.846369072078922,NOMA,0.8340656782066809
317,455,4.518427162676266e-06,3.032481208818391e-05,0.8703212657656472,0.12967873423435278,2.9448453628409816,11.941591723912683,14.886437086753665,NOMA,0.8363166902670597
87,364,4.590178625462196e-06,3.0347769422584185e-05,0.8686191124003672,0.13138088759963293,2.926096640753251,11.961491977407766,14.887588618161017,NOMA,0.8363813830427537
238,394,4.593363212060657e-06,3.053607979394169e-05,0.8692446330197773,0.13075536698022278,2.9329719141141686,11.963530593598717,14.896502507712885,NOMA,0.8368821633546564
375,247,4.791897142265637e-06,3.0549891809045545e-05,0.8644127169434682,0.13558728305653178,2.880788481759061,12.016521679567786,14.897310161326846,NOMA,0.8369275371531936
431,470,4.9607210284252625e-06,3.175387619462288e-05,0.8648842312421966,0.13511576875780337,2.885872034739639,12.067249270161213,14.953121304900852,NOMA,0.8400629946573511
50,32,5.0108810327172e-06,3.1778229332984175e-05,0.86379444941977,0.13620555058022993,2.874318220621224,12.079941794678517,14.954260015299742,NOMA,0.8401269671516708
152,390,5.072441015156756e-06,3.23403523886368e-05,0.8644196128203989,0.1355803871796011,2.88096772950906,12.098597169902517,14.979564899411576,NOMA,0.8415485898545829
336,205,5.205754045588223e-06,3.299184502956071e-05,0.8637151503855893,0.13628484961441062,2.8735479478794304,12.134839764568737,15.008387712448167,NOMA,0.8431678490139419
48,215,5.216623925351924e-06,3.346428738146476e-05,0.8651369952488009,0.13486300475119894,2.8886607822101626,12.140220856967913,15.028881639178076,NOMA,0.8443191932122515
280,362,5.228253737367249e-06,3.34775423695973e-05,0.8649232346773381,0.13507676532266186,2.8863830652716254,12.143076444205034,15.02945950947666,NOMA,0.8443516578357674
82,29,5.24383515470363e-06,3.348142933005562e-05,0.8645887839767395,0.13541121602326045,2.8828256259259484,12.146810820652382,15.02963644657833,NOMA,0.844361598122378
249,278,5.2557404796341205e-06,3.362542002698345e-05,0.8648255244660304,0.13517447553396958,2.8853505358691303,12.15047670144111,15.03582723731024,NOMA,0.8447093953545078
217,283,5.259809464043622e-06,3.403277399201534e-05,0.8661373470154823,0.1338626529845177,2.8994012822115804,12.153779189208697,15.053180471420276,NOMA,0.8456842961472064
267,467,5.27121588471456e-06,3.447331882245475e-05,0.8673725601884147,0.13262743981158526,2.912760322326668,12.158959280798573,15.071719603125242,NOMA,0.8467258204002945
146,135,5.480157464608725e-06,3.495009729640984e-05,0.864454045689257,0.13554595431074307,2.88146837737029,12.210167314244497,15.091635691614787,NOMA,0.8478447017761116
33,178,5.481916885330638e-06,3.5156321739130374e-05,0.8651044663626007,0.13489553363739926,2.888399037796961,12.211715179527207,15.100114217324169,NOMA,0.8483210234451779
174,492,5.487780411582669e-06,3.54938457374743e-05,0.8660916872448472,0.1339083127551528,2.8989835488644724,12.214902212390289,15.11388576125476,NOMA,0.8490947056884697
101,450,5.5625980499853635e-06,3.550504589282455e-05,0.8645503487433625,0.1354496512566375,2.8825172380562956,12.231864993940368,15.114382231996665,NOMA,0.8491225973031834
354,210,1.2649926208362958e-05,8.052130322984034e-05,0.8642292660015489,0.13577073399845113,2.8800298468228562,13.416459299192994,16.29648914601585,NOMA,0.9155330980907781
34,234,1.2698187409004044e-05,8.10952364687825e-05,0.8646153761744548,0.13538462382554525,2.884138856972686,13.422596751696496,16.306735608669182,NOMA,0.9161087420600664
19,7,1.2760123201994306e-05,8.123695203918236e-05,0.8642497846953799,0.1357502153046201,2.8802540336698508,13.429005698422053,16.309259732091903,NOMA,0.916250546746736
74,23,1.2800454287482941e-05,8.650967777043862e-05,0.8711062605372711,0.1288937394627289,2.9549844556366027,13.444957388870037,16.39994184450664,NOMA,0.9213450474441932
203,222,1.3286567984184045e-05,8.724018712146001e-05,0.8678305295916383,0.13216947040836172,2.918826394319829,13.493291233431725,16.412117627751552,NOMA,0.9220290802107612
469,282,1.3571482994040414e-05,8.972340755838088e-05,0.8686141887419591,0.13138581125804089,2.92741604441273,13.525200558248619,16.452616602661347,NOMA,0.9243043035203004
113,268,1.361039608816614e-05,8.998714978366239e-05,0.8686224082469579,0.1313775917530421,2.9275082599404723,13.529344534952795,16.456852794893265,NOMA,0.9245422918479362
167,243,1.379378905904879e-05,9.007645629320938e-05,0.8672017283460772,0.13279827165392277,2.912008938807116,13.54629132786316,16.45830026667028,NOMA,0.9246236104870943
165,444,1.3901547970613319e-05,9.016435158472735e-05,0.8664159150114232,0.13358408498857674,2.9035070573655832,13.556209343055993,16.459716400421577,NOMA,0.9247031685630099
462,479,1.4025377121290719e-05,9.145158904238249e-05,0.867029005180838,0.13297099481916203,2.910146002967898,13.570022739231472,16.48016874219937,NOMA,0.9258521765280545
194,107,1.4179859487639137e-05,9.308380775918977e-05,0.8678037041656493,0.1321962958343506,2.918578653873637,13.587113502113512,16.50569215598715,NOMA,0.9272860761790532
168,240,1.4490138496474599e-05,9.33497337816449e-05,0.865632829579912,0.13436717042008792,2.895106170339611,13.614725898115033,16.509832068454642,NOMA,0.9275186555311596
180,45,1.4661297736868396e-05,9.353159820713504e-05,0.8644892752990314,0.13551072470096864,2.8828934872200356,13.629758981101867,16.512652468321903,NOMA,0.9276771049619046
69,445,1.4776251389828873e-05,9.431334568674548e-05,0.8645493998895529,0.1354506001104471,2.8835382981266235,13.641125930535296,16.52466422866192,NOMA,0.9283519229585347
44,405,1.4832671397188684e-05,9.462304588768664e-05,0.8644870111390858,0.1355129888609142,2.8828766431600346,13.646519533135717,16.52939617629575,NOMA,0.9286177627132444
365,272,1.4854551017610609e-05,9.659931605596021e-05,0.8667201829093547,0.13327981709064526,2.906838367995125,13.652367636973429,16.559206004968555,NOMA,0.9302924721892446
166,353,1.4964078868916903e-05,9.718540021091814e-05,0.8665702329454019,0.13342976705459803,2.905221571064693,13.662715690783612,16.567937261848304,NOMA,0.9307829922386687
183,348,1.5145039472173609e-05,9.798222880788269e-05,0.8661238823987091,0.13387611760129095,2.9004133642709844,13.6793129908534,16.579726355124386,NOMA,0.9314453008496845
360,439,1.5145580022670264e-05,9.904310417578045e-05,0.8673635647088421,0.13263643529115782,2.913828219153825,13.6814277726285,16.595255991782324,NOMA,0.9323177523473215
408,497,1.518421216931401e-05,9.920631937455287e-05,0.8672598862477432,0.1327401137522568,2.912703085556523,13.684930273600369,16.59763335915689,NOMA,0.9324513123121848
141,484,1.5198046868287098e-05,9.977889726542096e-05,0.8678165698106126,0.13218343018938744,2.9187637161396895,13.687169730479244,16.605933446618934,NOMA,0.9329176093606142
106,2,1.5254166756152706e-05,0.00010456947059975343,0.872694844750506,0.12730515524949407,2.9729891008571987,13.70057330528487,16.673562406142068,NOMA,0.9367169891091048
76,422,1.529237298490844e-05,0.00011046806586676196,0.8784007663733965,0.1215992336266034,3.039112670846635,13.713583287785749,16.752695958632383,NOMA,0.94116269430519
108,454,1.5485760483882442e-05,0.00011316127242815172,0.879625980223957,0.1203740197760429,3.0537234685884393,13.733722641543592,16.78744611013203,NOMA,0.9431149500074174
