u,v
81,622
1054,216
559,521
1051,983
251,890
598,341
910,217
17,314
194,773
470,448
1066,64
478,150
606,345
776,329
825,105
337,40
711,357
609,764
504,809
976,130
838,416
611,535
812,305
168,868
905,1027
295,689
137,252
445,615
554,531
803,997
520,398
926,430
34,928
979,185
567,506
426,476
397,678
36,946
875,222
590,965
855,253
715,987
542,31
488,60
350,1011
653,127
460,892
435,551
792,53
994,304
693,47
501,511
265,652
918,165
756,261
676,1046
527,163
334,1026
754,956
449,180
880,952
211,964
669,1006
387,134
547,388
272,696
227,279
26,1021
8,991
512,515
864,674
244,453
361,1038
465,201
1025,627
1065,938
1076,849
869,1063
859,195
610,403
156,870
434,744
1040,136
5,301
487,579
455,367
810,204
65,626
383,634
871,52
960,139
97,11
1070,499
220,765
826,1060
1081,932
818,302
330,246
1050,953
925,37
597,181
254,1001
1097,0
339,959
679,906
901,192
733,208
565,502
1022,985
948,142
741,90
503,438
123,791
798,319
88,717
467,219
822,267
1096,897
748,98
324,417
96,986
378,635
845,268
484,146
909,954
867,54
586,431
533,276
718,349
660,753
888,760
784,303
56,885
751,1020
722,328
891,914
155,110
513,572
630,492
187,807
740,107
903,232
1003,984
108,770
116,783
4,313
931,178
456,613
66,782
122,853
548,534
14,353
316,813
947,149
519,745
161,808
510,306
969,164
564,789
993,121
919,837
24,21
1089,1010
101,860
553,532
23,968
376,1083
873,1004
1024,647
358,396
128,617
912,186
603,581
593,546
714,854
197,51
159,461
111,802
67,863
1030,1090
317,489
677,414
285,1094
113,857
72,321
494,557
536,950
203,759
750,83
632,356
780,291
70,342
879,233
473,866
99,814
196,1012
576,479
552,530
556,528
1056,158
876,200
288,704
1067,990
427,620
766,333
405,736
104,241
278,524
706,175
762,326
772,120
73,271
920,27
7,582
600,440
977,256
673,15
1047,1007
1082,974
571,498
608,407
171,793
389,625
841,605
1017,184
474,174
173,1009
662,392
708,359
375,79
1036,975
415,371
970,117
742,348
234,732
410,274
343,648
1071,38
154,443
655,874
681,118
939,1069
228,1057
1044,933
680,400
738,103
480,482
462,604
148,795
801,308
638,421
988,125
563,516
725,160
514,889
570,384
833,596
369,641
10,452
190,1
588,447
670,71
1052,411
1048,50
601,493
297,240
109,49
119,471
469,602
558,778
1002,675
998,296
1098,917
248,719
781,325
33,422
805,273
650,399
591,978
338,658
999,1041
746,205
199,481
58,124
819,293
707,362
578,477
457,843
490,135
19,132
20,1000
1053,69
900,1031
280,420
360,25
364,642
921,169
796,821
962,206
144,922
972,665
955,594
1073,995
429,893
380,372
229,737
179,727
607,432
827,283
523,518
210,723
687,379
824,1049
9,1084
671,318
549,539
692,368
894,85
464,599
1034,68
18,930
881,231
1091,202
507,569
701,282
913,183
1075,1008
743,544
247,1033
170,255
1085,182
444,1061
637,382
43,299
35,57
851,262
226,1095
769,309
491,584
32,982
703,354
540,485
1043,59
336,664
683,381
811,310
213,221
682,290
944,147
423,951
115,844
63,663
697,702
1016,162
916,84
311,895
143,902
95,862
937,363
823,289
1078,915
573,495
55,1045
1032,1055
286,191
667,386
294,698
413,646
929,562
177,787
560,436
6,816
699,365
298,686
904,981
391,78
48,898
320,463
690,374
312,688
266,730
886,29
1074,238
834,275
1064,966
409,257
820,1023
198,958
1080,16
486,589
771,331
541,543
424,623
721,92
829,281
788,945
989,41
614,402
188,779
1092,691
393,263
390,755
649,112
1015,346
425,215
114,847
259,695
659,418
344,235
694,366
61,957
1087,971
940,153
580,237
505,472
106,726
1059,729
672,91
75,1013
145,830
1088,1039
935,568
628,151
566,167
74,1035
496,517
454,618
44,872
450,666
856,42
351,800
656,1018
129,836
640,408
522,529
731,621
884,207
654,419
763,335
806,315
996,39
942,157
636,550
258,437
28,896
1028,80
775,327
404,927
724,352
439,616
46,941
767,332
260,882
3,94
22,574
887,644
45,585
835,225
395,716
657,209
292,700
406,218
370,1037
1099,243
633,373
973,131
126,685
645,347
428,340
712,355
433,284
12,538
394,612
923,166
963,629
500,459
468,525
761,661
250,720
212,577
176,264
936,141
526,224
1068,287
13,651
30,307
138,911
1077,1019
2,483
385,1029
858,980
907,189
401,76
908,172
277,705
555,152
223,734
446,245
786,1058
77,509
758,93
537,619
497,583
377,639
214,752
587,458
323,668
242,451
466,595
412,624
643,1042
1072,899
86,877
735,249
441,269
561,1079
239,790
883,236
1005,100
300,684
1086,848
475,545
713,575
934,961
967,82
865,62
799,89
631,133
739,322
924,1014
1093,87
230,728
949,140
508,992
840,270
1062,193
943,102
592,442
