Method,Total_Throughput_Mbps,NOMA_Pairs,OMA_Users,Avg_NOMA_Rate_bitsHz,Avg_OMA_Rate_bitsHz,NOMA_Percentage
Static,181.73363027547646,4,492,7.150249610257661,9.1024248625829,1.6
Balanced,182.44815514746,4,492,16.951133605752897,9.058759579743896,1.6
Blossom,181.804001095501,4,492,18.434554731821102,9.014229691547035,1.6
