User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,height_m,distance_3D_m,LOS_status,LOS_probability,path_loss_dB_no_shadow,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,1069.694938737375,-3907.134010383865,4050.9188386165747,4.979620563452051,15.316886718644167,4050.930411614285,False,0.004443436422375008,157.11446976670163,162.36272818481092,1.9433589434548641e-16,5.248258418109278,2.4771632780012687,1.8872012870880497e-08,-154.48317527836457
1,-4126.723518828247,-129.39670657484248,4128.7516888912805,3.172938180851812,5.8611742805098235,4128.796047659962,False,0.004359671241172087,163.11103597593504,164.382158765814,4.885358089992537e-17,1.27112278987896,0.2937242848833665,1.7735029566387314e-09,-175.01846545407287
2,1261.3206577062226,-3361.631261378409,3590.4727458975444,5.071344527769046,22.208892788397915,3590.4738307516627,False,0.0050132777203283786,150.9313562179033,140.8327967392678,8.069829856746551e-16,-10.09855947863551,0.3838622648902449,3.487671596409078e-08,-149.14903926875206
3,806.8042407067711,-3657.9833655161624,3745.90114461332,4.92947322112351,3.6740954286031737,3745.9618497017786,False,0.004805252275779983,162.77175934947672,156.81859483485147,5.282312192179715e-17,-5.953164514625243,1.5886140715169312,2.2913353923959892e-08,-152.79784766580013
4,-3917.0013957734363,-1368.260814506798,4149.100817165793,3.4776556123435314,15.830999601931818,4149.110948332685,False,0.00433828943382979,157.21244440694073,162.23276747333824,1.9000085676411497e-16,5.020323066397509,1.7591775498341633,1.3604146508220615e-08,-157.32593554241188
5,4059.764389290658,-2516.289538264821,4776.337502410559,5.7283255943609,4.249909974823702,4776.382575042497,False,0.0037685779095207616,166.5506079373187,168.1039152368401,2.2127849362246132e-17,1.5533072995214052,0.7138549660330712,2.8081106929449997e-09,-171.02862294193483
6,-2171.1076693144228,3872.383803798948,4439.489253921031,2.0817902768110765,2.152977359746208,4439.548042551611,False,0.004054520457303078,166.56757321453074,163.66865939729317,2.204157775925286e-17,-2.898913817237584,2.0912654803679334,1.3708066384529809e-08,-157.25984241092468
7,2642.2632098661556,779.0958594644964,2754.731425828464,0.2867339014190219,14.094398384667446,2754.753012629901,False,0.006534277676580267,151.30315247032303,147.64381347667688,7.407723319654268e-16,-3.659338993646137,1.617699190996943,6.709761671863848e-08,-143.46572866000454
8,1193.7284284415139,-43.246021718148604,1194.511523286357,6.246973455115947,14.875579128218726,1194.554428714691,False,0.015976332348954563,136.65322165250362,135.57414144829883,2.1611147861308014e-14,-1.0790802042047951,1.0431053520735791,1.736285351752103e-07,-135.20752794809934
9,1268.482161521978,-399.7527236181135,1329.9809149531316,5.977894790808159,17.42136779401237,1330.0025074433818,False,0.015184163314829184,136.94869433723204,135.1092136337475,2.0189732564931937e-14,-1.8394807034845673,1.8425248016378388,3.235583863095022e-07,-129.80091993950313
10,-1550.8046881469063,2799.744808972987,3200.5571665179814,2.0766359645432892,4.35183088211873,3200.6237709292745,False,0.0056240207762272044,159.69483155764908,166.2886846010849,1.0727952556979734e-16,6.593853043435814,0.7106690144776302,3.4453484414147663e-09,-169.25281631063527
11,1793.0511194907413,-3203.1575396142844,3670.8650943197076,5.222706858441265,9.745410970480725,3670.896790047535,False,0.0049034763025895935,158.78541087120735,162.0438010486674,1.3226925666548102e-16,3.2583901774600545,0.7236590618443965,5.719314153938118e-09,-164.8516023906595
12,-3270.319240216124,3647.3628489523367,4898.800229121971,2.301744039291002,20.341281926710018,4898.802444322445,False,0.003674369063653636,157.32530603389003,151.9538660685616,1.8512684364475236e-16,-5.371439965328418,1.1057839363598962,2.7923957815984153e-08,-151.08014948532076
13,-1337.3752943779914,-82.36248030634461,1339.9090477248194,3.2031001381934177,21.350263757366733,1339.914018416657,False,0.017502389743903207,134.71736908858747,136.91346515193405,3.3749169575141945e-14,2.1960960633465723,1.5339982067673283,2.1885254147875518e-07,-133.1969284251812
14,-4295.975905918678,583.9889108124717,4335.487519551376,3.006482249425575,13.62506401644014,4335.50244162708,False,0.004151782222150551,159.28182360246396,173.96106906089474,1.1798251230747777e-16,14.679245458430795,1.1081202794327218,2.2209227346773786e-09,-173.06542094648708
15,180.3451286410122,-4093.039902296058,4097.011106552222,4.756421914551038,4.201850219438443,4097.063896285554,False,0.004393446718075321,163.9756853212597,166.67574750981603,4.003422889115783e-17,2.7000621885563296,0.9926646278806502,4.602726520273041e-09,-166.73780966202645
16,-3834.102533745317,969.9926187304507,3954.8992300264513,2.8938011186789825,16.404760316802054,3954.908570094766,False,0.004551317222720591,156.0545970806138,148.8130975129142,2.4805060574985775e-16,-7.241499567699619,1.5134609292314634,5.486764730172782e-08,-145.21351493008123
17,1738.747034211752,-3762.048128732828,4144.423647732256,5.145326299969992,14.98598970078291,4144.435745947162,True,0.004343185367119014,118.46559992585426,124.29481480848074,1.4237705561974159e-12,5.8292148826264745,0.8692612674255633,5.301632114556808e-07,-125.5117918501236
18,3302.733015805475,844.5236141192283,3408.9977278514766,0.25034033337426437,7.538914839848411,3409.0424459064016,False,0.005280144323048438,158.85328651324863,159.38933546687895,1.302180983112517e-16,0.5360489536303173,0.7900451251356083,8.475886340989656e-09,-161.43527279742227
19,2485.148292186751,3927.429310023674,4647.651344431051,1.0066311250775508,14.286247126368867,4647.663693071218,False,0.0038729239070851994,160.06514448338632,156.90562352461507,9.851118690359386e-17,-3.159520958771246,1.7834788265354113,2.546752736773813e-08,-151.87992331867426
