u,v
617,642
1056,743
1038,1012
442,697
773,564
208,608
846,409
345,186
391,707
978,12
155,933
892,25
601,458
5,774
182,814
122,677
33,349
555,912
913,752
725,893
547,0
587,738
681,2
94,668
781,1068
1085,1033
476,904
301,498
857,214
710,928
418,914
643,9
611,657
1032,136
949,280
43,854
1054,702
535,77
52,618
1071,1075
589,478
456,957
610,894
158,106
863,499
995,7
777,554
559,518
429,629
1043,510
504,1002
484,879
679,359
178,768
413,443
591,627
66,240
996,744
430,315
855,74
134,817
219,791
731,723
331,915
205,720
459,576
41,993
713,799
678,921
104,667
867,929
480,709
316,605
945,148
802,922
512,68
209,126
1018,11
843,427
932,579
925,246
439,795
143,789
58,116
669,1026
351,132
1008,1024
509,1046
586,900
1089,397
910,1052
49,477
260,175
788,117
218,401
290,51
876,687
670,473
615,962
866,560
637,348
434,695
273,197
985,258
839,378
975,26
1009,753
355,16
977,176
1091,931
871,426
960,109
129,159
840,819
567,639
450,53
384,396
705,181
574,981
959,22
648,842
813,974
491,113
69,853
1040,357
90,650
775,412
226,519
581,421
1045,536
184,988
319,841
236,337
585,468
464,694
85,309
445,875
641,593
1021,838
829,333
901,367
1042,571
858,370
82,314
778,350
135,304
232,187
38,635
195,961
660,656
1036,675
153,364
780,533
1005,89
976,428
1061,865
837,1050
493,462
88,1020
168,1072
688,213
234,440
704,728
390,275
382,454
408,1078
419,546
685,804
828,891
302,230
936,199
609,532
818,489
227,594
575,327
982,34
244,673
255,270
916,626
381,1080
10,1083
277,990
968,243
32,3
1025,365
994,248
735,690
374,190
238,715
36,833
941,373
483,150
383,521
1053,183
751,919
432,966
177,296
563,405
826,18
263,444
872,1034
293,368
1015,1087
21,924
539,425
196,614
869,324
902,267
276,880
756,278
1007,646
259,552
303,313
568,889
470,400
832,758
45,740
387,189
596,805
67,93
204,247
170,145
265,511
616,1055
73,266
634,864
523,655
494,658
86,649
101,699
815,952
992,613
163,241
507,64
492,592
188,306
730,747
19,636
403,44
47,79
308,862
848,986
935,1048
215,987
607,984
798,823
692,1094
167,502
131,950
750,918
528,39
449,98
297,1000
873,379
80,732
344,151
1062,514
395,665
1092,886
955,312
1060,466
375,956
890,112
525,295
628,503
326,1019
118,389
1035,361
631,907
997,422
249,644
940,372
565,811
748,680
225,595
385,447
898,701
194,229
573,71
767,683
691,298
414,606
979,222
856,622
661,28
972,339
763,487
415,672
376,366
142,457
938,1017
652,437
40,508
202,472
766,698
210,719
967,386
729,1003
541,108
874,939
1065,20
289,329
