u,v
618,384
110,112
792,76
441,1091
135,133
382,194
316,555
1036,970
1072,622
107,159
1075,624
148,529
359,943
399,262
1097,546
828,767
1033,1096
428,661
566,364
134,780
540,412
815,861
368,47
458,187
240,336
256,181
777,489
327,746
808,821
749,602
106,693
847,806
1009,552
992,827
646,514
70,933
781,304
302,275
1088,953
249,740
608,547
656,810
245,239
346,67
667,979
186,1039
281,80
1067,406
924,45
27,565
800,513
758,303
280,644
865,891
822,813
719,20
149,358
1055,716
411,211
41,442
752,676
331,37
597,811
1017,640
1052,1031
1094,910
378,36
938,605
871,745
172,495
66,593
753,69
1089,517
344,431
131,472
1014,12
326,559
220,73
649,54
325,804
530,42
103,21
788,774
672,687
361,1000
456,418
534,189
235,936
113,184
477,332
265,712
490,1092
704,1071
1058,241
1024,116
226,870
323,486
481,907
937,158
612,707
533,309
74,87
695,130
199,182
921,1016
578,987
89,554
407,82
449,334
1006,32
584,988
128,357
926,397
737,177
628,1080
1090,16
83,285
544,279
784,434
882,6
100,889
356,198
57,1002
683,1043
1001,851
1054,570
643,338
972,587
1028,641
1063,251
192,1068
923,890
394,10
515,92
191,345
986,58
877,834
787,723
386,1012
786,918
574,863
246,634
354,216
946,856
569,18
580,573
1010,231
209,883
662,1085
318,4
934,197
310,761
835,577
775,567
88,993
396,726
967,348
542,523
537,619
789,435
1025,1049
266,362
52,223
911,483
562,599
650,958
655,734
476,286
452,739
15,401
633,301
1038,1053
118,253
906,759
1026,202
852,1077
875,909
678,700
939,729
312,982
379,436
43,553
703,684
422,49
450,766
7,503
127,549
1034,225
867,400
501,616
119,674
769,801
196,124
91,387
710,917
1,26
531,849
631,682
563,846
340,705
818,658
153,582
797,427
34,660
479,1044
557,264
709,114
414,541
840,465
627,962
718,824
298,201
274,496
874,416
637,46
872,385
621,579
102,532
141,952
123,845
55,730
335,1021
941,522
940,981
825,1093
744,881
228,156
193,482
306,455
989,248
971,838
129,1064
639,160
39,1062
785,267
405,905
1040,277
463,975
215,614
830,794
575,121
691,447
782,538
111,645
210,642
864,654
425,1078
494,954
175,506
592,376
1048,270
93,173
79,673
948,367
230,287
681,748
289,527
145,430
60,898
164,903
126,512
960,290
1065,300
99,63
1045,738
560,528
535,59
772,438
219,768
462,166
610,324
664,927
725,823
1099,485
208,284
77,966
914,630
291,393
183,56
666,760
833,179
600,589
475,35
1030,916
206,53
234,453
321,799
144,292
663,842
31,1004
596,836
329,242
487,1005
561,945
11,899
652,271
606,783
402,965
1076,260
715,120
743,951
308,445
518,564
337,24
536,169
464,288
558,117
511,878
140,360
973,747
247,383
283,750
990,728
991,1060
897,893
243,831
994,109
571,929
195,850
448,417
915,491
330,1070
97,832
790,372
950,692
843,350
311,1056
510,61
764,820
670,696
317,949
607,694
732,212
829,480
598,273
353,1041
44,339
257,370
626,1098
461,444
492,585
807,218
355,365
876,252
853,162
779,869
525,604
668,1032
706,467
341,446
556,754
524,451
977,651
388,398
632,403
460,957
276,956
568,711
29,1082
919,440
333,858
307,268
983,1029
796,1079
999,8
68,1011
143,214
805,595
998,659
997,468
84,205
959,454
