u,v
1007,0
607,281
54,75
513,830
942,342
1048,861
287,926
282,826
266,964
208,787
279,1094
47,741
725,272
307,680
722,445
330,483
559,252
189,402
326,640
948,675
440,508
704,37
605,770
1095,977
1088,29
69,478
458,503
953,664
236,39
103,663
546,1019
344,398
947,527
611,997
768,616
130,976
565,485
280,138
701,285
990,261
681,340
766,298
65,958
743,928
71,176
1089,779
21,982
1024,501
264,41
48,32
617,271
10,331
509,920
739,343
737,1031
1098,972
939,864
835,877
809,778
956,258
933,387
259,424
438,929
335,98
620,1078
764,753
1073,999
437,988
641,994
712,745
859,1000
844,297
206,932
794,132
31,244
1076,1029
1063,589
828,515
149,191
580,900
735,241
353,470
581,535
748,905
771,260
895,290
632,782
235,846
980,156
618,1018
824,526
18,892
351,58
566,92
848,614
408,366
182,876
26,355
805,1023
1013,912
305,23
577,707
866,683
151,909
925,682
96,476
80,63
832,1057
686,316
815,422
1087,806
734,373
720,540
575,670
443,190
442,170
95,473
368,487
562,324
215,644
568,520
645,921
207,761
50,349
525,367
216,504
1015,833
800,84
1009,401
2,687
317,672
1067,1085
481,950
185,732
674,973
700,1038
247,823
213,372
516,111
397,551
555,389
412,578
724,668
646,381
52,1020
341,595
120,612
667,55
441,996
751,112
531,1050
752,436
159,219
574,70
642,106
606,706
742,849
541,435
268,500
915,293
36,740
533,981
1054,624
277,913
639,177
175,673
262,676
161,180
799,157
1064,229
13,875
407,153
613,923
11,152
796,630
332,254
218,292
232,375
249,872
195,452
845,941
113,288
122,167
543,868
816,862
733,510
352,721
310,24
539,693
318,695
795,192
314,394
631,183
894,164
974,134
53,810
60,188
649,901
358,17
865,38
369,549
1026,77
239,651
417,1037
395,1080
811,217
1005,561
937,985
869,969
610,19
274,671
842,377
548,44
602,225
719,224
90,1051
1071,1069
228,25
545,963
850,457
97,514
927,94
633,600
788,1034
558,162
916,804
459,665
855,200
263,498
621,1025
337,908
115,906
993,1093
1065,502
494,637
946,393
1059,1030
403,428
881,965
523,356
703,379
729,688
466,233
406,798
439,1072
530,821
465,992
370,659
73,532
871,399
168,289
936,780
364,852
415,78
983,874
538,301
102,6
709,813
989,978
384,601
286,677
807,85
468,592
141,1047
7,713
467,657
146,321
802,313
174,42
136,1
885,294
1040,350
783,469
137,506
625,777
257,889
567,1066
666,1004
1077,678
284,16
943,685
142,198
199,1075
917,660
158,897
333,812
245,448
166,560
544,309
564,1053
887,841
1056,774
496,210
696,447
